query_id,query_text
2508837436_caption_01,A crowd of people stand in street in front of a series of white tents.
2508837436_caption_02,People are standing on a sidewalk.
2508837436_caption_03,A crowd of people standing around.
2508837436_caption_04,A group of people at a festival.
2511752119_caption_00,People are at an event and some are lying on the ground.
2511752119_caption_01,Many people are gathered around the city street.
2511752119_caption_02,The fans are dressed colorful for the festival.
2511752119_caption_03,Many people are laying down on the pavement.
2511752119_caption_04,A Chinese Art performance.
2516172139_caption_00,Two children are casting shadows as they walk into the light of an open doorway.
2516172139_caption_01,Two girls cast shadows in the doorway of a dark building.
2516172139_caption_02,A young child is walking towards the door to the street
2516172139_caption_03,Two little girls walk out into the sunshine.
2516172139_caption_04,Some children are standing in a doorway.
2517553414_caption_00,"Crowd gathered in front of a venue in anticipation of gaining entry to the building, while the police keeps a close looks for trouble."
2517553414_caption_01,A group of people are gathering outside of a retail store.
2517553414_caption_02,A crowd shot of people lined up in front of a theater.
2517553414_caption_03,A large crowd is lined up to go inside a building.
2517553414_caption_04,A busy street walkway full of people.
251886775_caption_00,"A woman jumping who is wearing a blue t-shirt and brown skirt, is standing next to a man squatting who is wearing a black t-shirt, and blue jeans."
251886775_caption_01,This women's husband is trying to be funny and making her day a lot better after their vehicle breaking down.
251886775_caption_02,A man in jeans and sandals squatting in front of a car with women in a skirt laughing behind him.
251886775_caption_03,One crazy man does the bump with a car as a friend looks on and laughs.
251886775_caption_04,A man and a woman are bending and jumping in front of a truck.
2520909293_caption_00,A man wearing a yellow shirt is doing a trick high in the air with his bike.
2520909293_caption_01,A guy in a yellow shirt with a bike gets very high in the air.
2520909293_caption_02,A man is performing a trick high in the air with a bicycle.
2520909293_caption_03,Man holding onto bike handlebars while in midair.
2520909293_caption_04,A man in midair holding his bike's handlebars
2521213787_caption_00,Blue car on a small road with men in the background and a res car on a slightly higher road.
2521213787_caption_01,"Bright blue car going down a dirt road, as onlookers watch."
2521213787_caption_02,A blue car drives down a mostly dirt road.
2521213787_caption_03,Blue race car driving down narrow road
2521213787_caption_04,A blue race car on an off road track
2522540026_caption_00,A silver and blue rally car is passing two spectators who are standing at the roadside.
2522540026_caption_01,"A race car, numbered 104 is rounding a bend as two people watch and take pictures."
2522540026_caption_02,Silver and blue car marked 104 raises dust on road as two background people watch.
2522540026_caption_03,Blue and silver car going around curve being watched by people standing in grass
2522540026_caption_04,A race car moves down the road as two people watch from a distance.
2524084967_caption_00,A cyclist is performing a jump next to a black advertising banner.
2524084967_caption_01,A man in a white t-shirt jumping something on his yellow bike.
2524084967_caption_02,The man is performing a trick off a ramp with a bicycle.
2524084967_caption_03,A male doing a bicycle trick in midair.
2524084967_caption_04,A trick cyclist takes air.
2526585002_caption_00,Three men in team uniforms are surrounding a yellow dog in a boat.
2526585002_caption_01,The three men and three dogs floated in the yellow boat.
2526585002_caption_02,The men shake hands while another man and dogs look on.
2526585002_caption_03,A group of men in a yellow boat with their dogs.
2526585002_caption_04,Two men huddle around a dog.
2527713011_caption_00,The black and white race car is going fast around the track while fans watch nearby.
2527713011_caption_01,The black and white race car is rounding the turn.
2527713011_caption_02,A black and white rally car takes the turn.
2527713011_caption_03,The race car is speeding up the hill.
2527713011_caption_04,A global group race car.
2527829321_caption_00,Competitive bikers in an inside race cross a line with one biker in blue and white raising his arm.
2527829321_caption_01,"Six bicyclists are competing in a race, and several of them seem to be about to fall over."
2527829321_caption_02,"Six bicyclists race towards the left, the two in the back are crashing into each other."
2527829321_caption_03,Six contestants in a very close bike race all in different color uniforms.
2527829321_caption_04,A collision is taking place during a bike race.
2528521798_caption_00,A white rally car is throwing mud into the air as it approaches a bend in the track.
2528521798_caption_01,A white race car splashes through a puddle on a dirt road
2528521798_caption_02,A white race car makes a splash through a wet track.
2528521798_caption_03,A white race car drives through a puddle.
2528521798_caption_04,A white car racing in the dirt and water
2528547068_caption_00,A red race car travels down a road marked with red and white striped ribbons.
2528547068_caption_01,A race car drives through a dirt-covered racetrack.
2528547068_caption_02,A red rally car taking a slippery turn in a race.
2528547068_caption_03,A red car emitting smoke while on a paved track.
2528547068_caption_04,A red race car pulls off the track smoking.
2528552898_caption_00,A yellow race car is driving on a track in front of a group of people.
2528552898_caption_01,A yellow race car sliding through a corner as spectators watch.
2528552898_caption_02,A yellow race car is driving through water on the race course.
2528552898_caption_03,"A yellow race car in a curve, with smoke behind it."
2528552898_caption_04,A yellow car is driving away from the water.
2531496753_caption_00,A man in a long-sleeved white shirt and light tan shorts is mowing the lawn near a brick wall with small trees along it.
2531496753_caption_01,A man wearing a gray sweater and brown shorts cutting grass with a lawn mower.
2531496753_caption_02,"A man in shorts, a sweatshirt, and sneakers is mowing the grass."
2531496753_caption_03,A man is mowing the lawn with a red lawn mower.
2531496753_caption_04,"A white, middle-aged man moving a lawn."
2533414541_caption_00,"The blue and white car is in the road, with onlookers nearby."
2533414541_caption_01,A lone blue and white race car about to cross the finish line
2533414541_caption_02,Spectators watching white and blue race car passing by.
2533414541_caption_03,A white and blue car is on the street.
2533414541_caption_04,A race car is observed by the crowd.
2533424347_caption_00,A sponsored race car is spinning its tires on a track while being watched by spectators.
2533424347_caption_01,A race car drives on a track while several people watch from behind rope.
2533424347_caption_02,Onlookers watch a white stock car that has smoke coming out of the back.
2533424347_caption_03,A race car screeches through a turn as spectators watch.
2533424347_caption_04,A race car blows smoke while it drives.
2536946133_caption_00,Two men from the emergency response unit are trying to figure out what's wrong with a train.
2536946133_caption_01,Two emergency response workers are putting blocks underneath a train.
2536946133_caption_02,Two emergency response unit workers are examining train tracks.
2536946133_caption_03,"Two men, one in orange jacket repairing something"
2536946133_caption_04,Two emergency workers looking under a train.
2537119659_caption_00,A little girl with black sunglasses drives a 4x4 red Jeep while a little boy stands in the background dressed in blue.
2537119659_caption_01,A young boy in blue is chasing a young girl sitting in a play car.
2537119659_caption_02,A little boy chases a little girl who is driving a red toy jeep.
2537119659_caption_03,A little girl rides a toy car while her brother walks behind.
2537119659_caption_04,A girl drives a toy truck while a young boy plays behind her
2537586970_caption_00,A Quattro crane is operating during the train station construction.
2537586970_caption_01,A piece of heavy machinery unloads something from a train car.
2537586970_caption_02,Warehouse workers standing near a loader.
2537586970_caption_03,A construction crew working at nighttime.
2537586970_caption_04,A large crane lifting an object.
2537818472_caption_00,A large yellow machine is putting things in large metal containers.
2537818472_caption_01,Construction equipment and workers completing a task at night.
2537818472_caption_02,Men are standing next to some sort of hydraulic machine.
2537818472_caption_03,A large crane with workers beside it at night.
2537818472_caption_04,Men working with large machinery.
2541485875_caption_00,Walter Lou Anne Kitty Employees cheering in the success of creating battery powered locomotives
2541485875_caption_01,Bunch of people standing around in blue jumpsuits with guys in suites in the background
2541485875_caption_02,Workers in blue jumpsuits wave to the camera outside their place of work.
2541485875_caption_03,"A group of workers, some in blue uniforms, celebrate something."
2541485875_caption_04,A group of people stand looking up and cheering.
2544182005_caption_00,A little boy with a blue shirt is wearing a helmet and riding a two wheeled bike.
2544182005_caption_01,A young child rides a small purple bike while wearing a red helmet.
2544182005_caption_02,A young child wearing a bike helmet rides a two wheel bike.
2544182005_caption_03,A young child is riding a purple bike.
2544182005_caption_04,A young boy rides a purple bike.
2544426580_caption_00,The little boy with the big brown eyes is touching the little car.
2544426580_caption_01,The toddler in suspenders plays with a truck.
2544426580_caption_02,The baby in suspenders sits by a toy.
2544426580_caption_03,Boy playing with a truck.
2544426580_caption_04,A boy plays with a car.
2545282421_caption_00,A team of bikers stops at the side of the road to attend to a problem.
2545282421_caption_01,A group of cyclists are looking at something on the road.
2545282421_caption_02,Four members of a bike team repair a bike during a race.
2545282421_caption_03,A group of men fix a bike on the side of the road.
2545282421_caption_04,A team of four cyclists are checking a bike.
2548795330_caption_00,A group of construction workers in hard hats are working on a roof.
2548795330_caption_01,A group of construction workers standing on top of a building.
2548795330_caption_02,The scene of a construction site with workers looking on.
2548795330_caption_03,Seven construction workers working on a building.
2548795330_caption_04,Men working on a building.
2549253807_caption_00,A little boy wearing a green shirt is riding on the back of a bicycle built for two with a man in a red shirt.
2549253807_caption_01,A man wearing a light red shirt is riding a bike and right behind him is a small child wearing a green shirt
2549253807_caption_02,The child is sharing a strange-looking bicycle with the man.
2549253807_caption_03,Young boy riding a bicycle with an older man.
2549253807_caption_04,Man and boy biking down sidewalk.
2549452277_caption_00,A pony-tailed man in a yellow jacket is wearing a bicycle helmet.
2549452277_caption_01,A man in a bright yellow jacket is wearing a helmet.
2549452277_caption_02,The man has on a yellow jacket and a white helmet.
2549452277_caption_03,A man in a florescent jacket is wearing a helmet.
2549452277_caption_04,The man with the ponytail and helmet looks on.
2552723989_caption_00,A young boy lying in the street with a red bike over him
2552723989_caption_01,A boy lays on the pavement after falling off his bike.
2552723989_caption_02,A boy has fallen off of his bike onto the pavement.
2552723989_caption_03,A young boy falls off his bike.
2552723989_caption_04,A boy falls off his red bike.
2558823972_caption_00,"A woman is riding a moped on a street with many other people riding mopeds behind her, while streamers and banners hang in the trees overhead."
2558823972_caption_01,A woman riding a scooter is in front of many other people riding scooters down the street.
2558823972_caption_02,A group of people riding on motorcycles down the road wearing helmets.
2558823972_caption_03,There are many people wearing helmets riding on bikes.
2558823972_caption_04,Some people riding scooters in the street.
2559503010_caption_00,A man with a red Shriner hat is looking at watermelons in front of a bank.
2559503010_caption_01,"There is a man, wearing a funny hat, standing in front of a bank."
2559503010_caption_02,The man is looking at watermelons for sale outside of a bank.
2559503010_caption_03,Dark colored Mercury car parked in front of PNC Bank.
2559503010_caption_04,A man stands outside a bank selling watermelons.
256278251_caption_00,A tired looking Hispanic man in a white long-sleeved shirt sitting down.
256278251_caption_01,The man with a white shirt is setting back watching people walk by.
256278251_caption_02,"An older asian man wearing a dirty shirt sits, resting his arm."
256278251_caption_03,A man in white shirt looking somewhere.
256278251_caption_04,An Asian man sitting on a city street.
256698336_caption_00,"A man with an arm brace and a walking cane on a paved walkway at a park green, an older man is standing directly behind him and two other people are on the distant grass."
256698336_caption_01,A man with a hand injury is walking with a cane in a park.
256698336_caption_02,An older man with a broken arm and cane is at the park.
256698336_caption_03,Older man with bad arm walking with cane in park.
256698336_caption_04,A person walking on a path while using a cane.
2567145979_caption_00,"A man in a green shirt is standing in front of cars, holding up his hand."
2567145979_caption_01,A man in a green shirt is standing between two cars holding up 3 fingers.
2567145979_caption_02,A man is hailing a cab or giving a peace sign in a city
2567145979_caption_03,A man in a green shirt hailing a taxi in a large city.
2567145979_caption_04,A man in a green shirt hailing a cab.
2567962271_caption_00,A cement truck is parked on the side of a road by a construction site.
2567962271_caption_01,There is a red and yellow cement truck next to a large building.
2567962271_caption_02,Cement truck with a yellow mixer parked in front of a building.
2567962271_caption_03,A cement truck pours cement on the street.
2567962271_caption_04,Cement truck on a construction site.
2568792780_caption_00,A tractor is pulling something down a dirt road with lengths measured in increments of ten meters.
2568792780_caption_01,A man looking on at someone driving a tractor pulling something large on the dirt.
2568792780_caption_02,A red tractor traveling down a dirt road with markers of 80 and 70 on the side.
2568792780_caption_03,"A big, red tractor, pulls a flatbed along a dirt road."
2568792780_caption_04,A man with a helmet driving a large red tractor.
2573811416_caption_00,People walking around a dirt covered lot with a white and green truck parked at opposite sides.
2573811416_caption_01,People walking in a lot where it looks like construction may be about to occur.
2573811416_caption_02,Young black boys walk around on sand on a sunny day.
2573811416_caption_03,Some people wandering near a construction field.
2573811416_caption_04,People walking on dirt road with two trucks
2578834476_caption_00,A person rides his mountain bike down a steep hill in the woods.
2578834476_caption_01,A person with a helmet is riding a bike i the grass and dirt.
2578834476_caption_02,The man races his bike down the hill.
2578834476_caption_03,A dirt biker goes down a dirt hill.
2578834476_caption_04,A boy mountain bikes down a trail.
2579490116_caption_00,"A white truck filled with a sofa, table, wrapped blue blankets, and a steel gurney standing under a thin tree."
2579490116_caption_01,Furniture sits inside of a moving truck with a ramp.
2579490116_caption_02,A moving truck with ramp extended holds furniture.
2579490116_caption_03,Furniture inside and outside of a moving truck.
2579490116_caption_04,A moving truck with a ramp still attached.
2580184589_caption_00,A red dump truck is dumping a load in front of some buildings while 3 men stand next to the truck.
2580184589_caption_01,"Four men are performing work in a dirt lot, near a building, using a dump truck."
2580184589_caption_02,The Workers using a truck to distribute rocks so they can build house with it
2580184589_caption_03,A dump truck is unloading rocks while 3 people watch between two buildings.
2580184589_caption_04,A red dump truck is on scene beside some buildings.
2581066814_caption_00,Three naked people ride bicycles in a city street while law enforcement and a crowd looks on.
2581066814_caption_01,A group of people who are naked and riding bikes in the streets.
2581066814_caption_02,The man leading cyclist through the city streets is butt naked.
2581066814_caption_03,Naked people riding bikes.
2581066814_caption_04,A naked man rides a bike.
2586028627_caption_00,A small child wearing yellow rides his yellow bike in a city center.
2586028627_caption_01,A little boy is riding a yellow bicycle across a town square.
2586028627_caption_02,A small boy in yellow rides a bike very fast on a brick road.
2586028627_caption_03,Little boy riding yellow bicycle in a lightly crowded plaza.
2586028627_caption_04,A child with a yellow shirt riding a yellow bike in a city.
2588003676_caption_00,A group of people raise their hands and scream as they swoop down on a roller coaster
2588003676_caption_01,People are riding the Cyclone thrill ride at the Coney Island amusement park.
2588003676_caption_02,Several people are enjoying the end of a roller coaster at an amusement park.
2588003676_caption_03,A group of people enjoy a roller coaster at Coney Island in New York.
2588003676_caption_04,Guests ride the Cyclone roller coaster at Astroland.
2590318805_caption_00,"Beside a white building with a thatched roof, a group of five people stand next to a red ladder, a horse with a cart full of straw, and several chickens."
2590318805_caption_01,"Three men and two women are standing besides a ladder, a wagon, and bales of hay."
2590318805_caption_02,A european farmer is putting hay down to keep the river from eroding.
2590318805_caption_03,A group of people are outside next to a house with a straw roof.
2590318805_caption_04,A group of people piling hay into a horse-drawn cart.
2595568972_caption_00,A lot of African-Americans walking on the sidewalk of a busy corner.
2595568972_caption_01,A bunch of people in a city square going different places.
2595568972_caption_02,People are standing and discussing in a road near a bus.
2595568972_caption_03,A man handing out something to a very large crowd.
2595568972_caption_04,A group of people on the side of a busy street.
2598093366_caption_00,Road crew dressed in safety green shirts are standing near a white 4 x 4 truck.
2598093366_caption_01,Several workers standing around wearing bright yellow shirts and hard hats.
2598093366_caption_02,There are six workers at a road construction site.
2598093366_caption_03,Men in fluorescent green vest stand in a group.
2598093366_caption_04,A group of workers huddles around outside.
2600229816_caption_00,A group of three young men and a woman wearing a black shirt and blue jeans are fixing an inverted black and pink striped bike in a grassy park.
2600229816_caption_01,Four people checking out and possibly repairing one of their bicycles.
2600229816_caption_02,Four young adults are working on an upside down bicycle in a park.
2600229816_caption_03,Four people collaborate on repairing a bicycle.
2600229816_caption_04,4 people trying to fix a bike on a park
2602083686_caption_00,Two ladies are wearing nothing except body paint and riding on bicycles in a street fair.
2602083686_caption_01,Two nude women painted black and white are riding bicycles on the road.
2602083686_caption_02,Two painted women ride bicycles on the street with onlookers nearby.
2602083686_caption_03,Two woman wearing body paint ride bikes through a crowd.
2602083686_caption_04,Two women in costume ride bikes.
2602215145_caption_00,A man with a plaid shirt and green hat mows the lawn near the sidewalk.
2602215145_caption_01,A man in a green hat is standing on a sidewalk behind a lawn mower.
2602215145_caption_02,A man with green cap standing near a street with a lawn mower.
2602215145_caption_03,The grass is grown more and I have to clean the path way.
2602215145_caption_04,A man with a green cap is pushing a lawn mower.
2603334363_caption_00,"A young, blond girl in a fairy outfit is riding a pink and purple tricycle."
2603334363_caption_01,A small girl dressed in a green fairy costume is riding a big wheel bicycle.
2603334363_caption_02,A young girl wearing a green fairy costume riding a bigwheels
2603334363_caption_03,A girl wearing a fairy costume rides a tricycle.
2603334363_caption_04,A girl wearing a fairy costume rides her tricycle
2605591891_caption_00,An over weight man wearing overalls and a helmet rides down the sidewalk on his Segway.
2605591891_caption_01,A main in overalls and a helmet riding a two-wheeled machine.
2605591891_caption_02,A man in denim overalls rides a Segway down a city sidewalk.
2605591891_caption_03,"A large man in overalls, driving a Segway."
2605591891_caption_04,A man on a monocycle riding on a sidewalk.
2609031486_caption_00,"A man with a white shirt and pants wearing a black and white hat in front of a fire hydrant leaning against a white truck that says Caution-Children, Good Humor."
2609031486_caption_01,Ice cream man standing on the side of his white truck wearing all white clothing.
2609031486_caption_02,An ice cream truck employee is sitting on the side of the ice cream truck.
2609031486_caption_03,A man leaning against a vehicle parked next to a fire hydrant.
2609031486_caption_04,The Good Humor man all dressed in white leans on his truck.
2612761536_caption_00,"Two young males, one dressed in orange stripes, the other in pale blue plaid, are standing on a huge pile of garbage and debris in front of some tin shanties."
2612761536_caption_01,Two young boys one in a white tank top and the other one in striped shirt in what looks like a landfill dump.
2612761536_caption_02,A pair of young men stand in front of their shanty while a religious building looms in the background.
2612761536_caption_03,2 boys standing in a poverty stricken area on top of a trash pile.
2612761536_caption_04,A man and a boy standing in a pile of garbage.
2613920405_caption_00,A man walks down the road leading a cow with no rider and another cow with a rider.
2613920405_caption_01,A man leads two cows down the dirt shoulder of a paved road.
2613920405_caption_02,A man walking his cow down the side of the road.
2613920405_caption_03,A man walks with a cow down a dirt sidewalk.
2613920405_caption_04,Two men pull two cows down the road.
261883591_caption_00,"Man with hard hat in black jacket stands near a green trailer that says ""CHINA SHIPPING"" in a construction zone."
261883591_caption_01,A man wearing a hard hat stands in front of buildings not yet finished being built.
261883591_caption_02,A worker looks off into the distance while a China Shipping crate sits behind him.
261883591_caption_03,A man in a white hard hat is standing in front of a green truck.
261883591_caption_04,The man is standing on the street surounded by buildings.
2619932923_caption_00,Two older men outside loading or unloading a trailer full of giant white cylinders.
2619932923_caption_01,One of them is carrying the pipe and the other one is placing the gas cylinder.
2619932923_caption_02,Men working with hoses and a large blue and white truck.
2619932923_caption_03,Two men work on a truck carrying cargo.
2619932923_caption_04,A large truck is parked in the grass.
2620517927_caption_00,A group of officers on motorcycles driving down a city road.
2620517927_caption_01,Police patrolled the downtown streets on their motorcycles.
2620517927_caption_02,Police are driving down the street in formation.
2620517927_caption_03,Police on motorcycles are escorting a motorcade.
2620517927_caption_04,Police escorting someone or something.
2622131465_caption_00,Two people on a really strange motorcycle in what looks like a race or possibly a parade.
2622131465_caption_01,Two brunette women riding a red moped on a street with crowd in background.
2622131465_caption_02,People riding scooters through a crowded street.
2622131465_caption_03,Two girls riding in the street on a mo pad.
2622131465_caption_04,Two women riding a red moped.
2623496164_caption_00,A person rides a bike off the top of a hill and is airborne.
2623496164_caption_01,A person riding a bmx bike on a dirt course.
2623496164_caption_02,The person on the bicycle is wearing red.
2623496164_caption_03,A biker in red rides in the countryside.
2623496164_caption_04,A biker on a dirt path.
2627181671_caption_00,Three San Francisco Police Department cars were waiting in line at the corner of the street.
2627181671_caption_01,A man is handcuffed and surrounded by several uniformed police officers.
2627181671_caption_02,Police are arresting a shirtless man on a city street corner.
2627181671_caption_03,Three police cars are needed to apprehend a suspect.
2627181671_caption_04,A man being arrested by four officers.
2631392326_caption_00,"With white headphones, a bearded young man in a yellow and black outfit rides a bike for SelektMail"
2631392326_caption_01,A man in a yellow jacket rides a yellow bike laden with several packages on the street.
2631392326_caption_02,A man in a yellow and black jacket is sitting on a yellow bicycle.
2631392326_caption_03,A man in a yellow jacket and black hat siting on a yellow bike.
2631392326_caption_04,"In this photo, a man is delivering something on his bike."
2633388235_caption_00,"A lone construction worker, in a yellow safety vest, blue shirt and white hard hat, standing on top of a construction plank, a steel crane standing nearby."
2633388235_caption_01,A man at a construction site standing on top of an incomplete bridge with a crane in front of it.
2633388235_caption_02,"A construction worker in a hard hat is on top of the construction, working."
2633388235_caption_03,A construction worker stands at the top of a wooden structure.
2633388235_caption_04,A construction worker balances on scaffolding.
263491786_caption_00,Two people standing on the curve looking at people run up the street.
263491786_caption_01,Spectator in white ball cap watches runners racing down city street.
263491786_caption_02,Two men stand at the mid-way division of a city road.
263491786_caption_03,A street view of runners in a race.
263491786_caption_04,Two people are waiting for the bus.
2636249609_caption_00,A man stands with what appears to be a table of handbags in front of a deli in a city.
2636249609_caption_01,An african american stares at a selection of purses in a busy city.
2636249609_caption_02,A man wearing a blue shirt selling purses on the street.
2636249609_caption_03,A man is standing in the street during the evening.
2636249609_caption_04,A black man is standing near a busy street.
2638207727_caption_00,"A man dressed in a black t-shirt with a white alien on the front, handing out newspaper propaganda."
2638207727_caption_01,A man with a scruffy beard passes out fliers near a few bikes chained to a gate.
2638207727_caption_02,A man in a black jacket is passing out newspapers.
2638207727_caption_03,A man with a beard is selling newspapers.
2638207727_caption_04,A hipster is posing with his banners.
2641794279_caption_00,A person in white clothes and a yellow safety vest is riding a bike along a road.
2641794279_caption_01,A safety patrol officer rides his bike across a crosswalk.
2641794279_caption_02,A person wearing a hard hat rides a bicycle on the street.
2641794279_caption_03,This boy is cycling to market to get vegetables.
2641794279_caption_04,A Man riding his bike to work.
2642336024_caption_00,A construction worker pointing to an object or area not seen in photo.
2642336024_caption_01,A man in construction garb is walking away from a site on a street.
2642336024_caption_02,A construction worker running away from a construction zone.
2642336024_caption_03,A construction worker crosses the street.
2642336024_caption_04,A worker at a construction site.
2642626914_caption_00,A man tows a trailer with a small tractor-like vehicle.
2642626914_caption_01,A man wearing a white hat driving a JAL cart.
2642626914_caption_02,An airline runway vehicle pulls a cargo cart.
2642626914_caption_03,A man driving a small cart at an airport.
2642626914_caption_04,Man riding the JAL car in an airport.
2642772565_caption_00,"A woman with a ponytail, wearing a brown shirt and blue jean shorts is putting something in the backseat of a car."
2642772565_caption_01,A woman wearing socks with no shoes is standing at the open back door of her car.
2642772565_caption_02,A woman with long blond-hair is reaching into the backseat of her car
2642772565_caption_03,"A woman, with no shoes on, is getting into the backseat of a car."
2642772565_caption_04,A woman getting ready to enter the backseat of a car.
2652382453_caption_00,"An elderly woman looking at her cellphone, and a young black man looking toward her."
2652382453_caption_01,A group of people hanging out on the street as a woman looks at her phone.
2652382453_caption_02,Everyone on the street in the city seem to be busy doing their own thing.
2652382453_caption_03,An elderly woman checks her cellphone while standing on the curb.
2652382453_caption_04,An older lady takes a moment to check her phone in a busy street.
2653631855_caption_00,"There is a girl with a blue balloon, a boy with a green balloon and a lady talking with the little girl on the sidewalk."
2653631855_caption_01,"A woman is standing by a bike and two children, a boy and a girl, are with her and holding balloons."
2653631855_caption_02,Two children holding balloons and a woman are on a sidewalk with a car off to the side.
2653631855_caption_03,A woman in a skirt and a pink shirt hands balloons to a young girl and young boy.
2653631855_caption_04,"A woman and two children stand outside a store, and the children have balloons."
2657592654_caption_00,In this photo a young lady is riding her bicycle down a park path in the early evening.
2657592654_caption_01,A woman wearing a blue blouse and a blue jeans is riding in a bicycle
2657592654_caption_02,"She loves taking a ride in the park, just look at that smile."
2657592654_caption_03,A woman rides her back down a path while looking back.
2657592654_caption_04,A girl on a bike stops to look back.
265859667_caption_00,"A group of people sit in folding chairs in a small area under two umbrellas outdoors, with a few cars parked in the background."
265859667_caption_01,Two older men are sitting outside under a blue and red umbrella while chatting about the day.
265859667_caption_02,An old man sits under an umbrella in the grass.
265859667_caption_03,Two men under umbrellas at a yard sale.
265859667_caption_04,Old men sitting out under umbrellas.
2658944258_caption_00,Two men wearing hats play accordions while standing between two burgundy and black pre-World War II automobiles.
2658944258_caption_01,Two accordion players in period costumes perform between two maroon-colored antique cars.
2658944258_caption_02,Two old men with hats are standing in between cars with their accordions.
2658944258_caption_03,Two men between 2 classic cars playing accordions.
2658944258_caption_04,Two men playing music and displaying old cars.
2660480624_caption_00,Two women standing beside a silver and blue car with a Redbull logo and a giant Redbull can on it.
2660480624_caption_01,Two girls are standing in front of a car that is advertising Red Bull.
2660480624_caption_02,Two ladies pose in front of the Red Bull Energy Drink vehicle.
2660480624_caption_03,Two women posing next to the Redbull car.
2660480624_caption_04,Two young women stand by a Red Bull car.
266050467_caption_00,A donkey carries a heavy load in front of an old woman on a dirty and busy street.
266050467_caption_01,A woman carrying a bundle on her head is leading two donkeys on a muddy street.
266050467_caption_02,A man is walking with two donkeys and one donkey is carrying a heavy load.
266050467_caption_03,A woman carrying something on her head is leading a pack mule
266050467_caption_04,A lady with a burlap bag on her head leads two donkeys.
267015208_caption_00,"In this plaza, we see a green VW beetle, a white sports coupe and many people looking at the autos."
267015208_caption_01,A green Volkswagen Bug and other vintage cars are admired by people in a courtyard.
267015208_caption_02,The courtyard of a South American city with a crowd and vintage cars.
267015208_caption_03,Cars and people gathered in a city mall area.
267015208_caption_04,A lime green VW bug.
2671168017_caption_00,A person wearing an orange shirt is riding a bike with something tide to the bike.
2671168017_caption_01,A cyclist is passing by a river with a pillow attached to his bike.
2671168017_caption_02,A woman rides a red bicycle along a river while wearing a helmet.
2671168017_caption_03,An individual in an orange shirt rides a red bike by a river.
2671168017_caption_04,A woman rides her bike in front of a body of water.
2672705063_caption_00,Several bicyclists are riding their bikes in a city street.
2672705063_caption_01,A group of people biking through the Chicago area.
2672705063_caption_02,Cyclists ride down the street on a sunny day.
2672705063_caption_03,Several people riding bikes on a city street.
2672705063_caption_04,A group of bicyclists ride up the street.
2678747865_caption_00,A man is peddling a bike attached to a pole with a harness around his neck suspended in air.
2678747865_caption_01,A man is about to embark on a dangerous stunt involving a bicycle and bungee cords.
2678747865_caption_02,A man is on a bicycle lifted off of the ground attached to a pole.
2678747865_caption_03,A man sits on a bike attached to a column in the air.
2678747865_caption_04,A man sits on a bicycle harnessed to a metal pole.
2683823978_caption_00,Two people one in a brown shirt wearing a backpack and the other wearing a pick sweater and bike helmet are kneeling at a bicycle tire.
2683823978_caption_01,Two women with decorated bicycles one is wearing a red backpack and the other has a black helmet and pink sweatshirt.
2683823978_caption_02,"A young girl is sitting on the sidewalk, changing the tire on a bike while another young girl sits and watches her."
2683823978_caption_03,Two children or possibly young adults fixing their bikes.
2683823978_caption_04,2 girls are outside working on their bicycles
2683963310_caption_00,A toddler in a diaper is playing in a sandbox near a shovel and other sand toys.
2683963310_caption_01,The cute baby in a diaper and shirt plays in the dirt.
2683963310_caption_02,A baby playing in the dirt with a bucket and shovel.
2683963310_caption_03,A baby is in a sandpit playing with a bucket.
2683963310_caption_04,A blond baby playing in the sand.
2685752892_caption_00,A boy on a bicycle rides the ledge of water fountain while another boy is in the fountain.
2685752892_caption_01,A young man on a bike balances one wheel on the edge of a fountain in a city park.
2685752892_caption_02,A man on a bike tries to do a trick on the railing of an outdoor fountain.
2685752892_caption_03,A man wearing a blue shirt and hat jumping on one wheel on a fountain ledge
2685752892_caption_04,The guy on his bike does a jump near a water fountain.
2687075275_caption_00,Two male toddlers in a twin baby carriage in front of a red firetruck numbered 535.
2687075275_caption_01,"Two toddlers, in a stroller, are placed in front of a firetruck."
2687075275_caption_02,Two babies are sitting in a stroller in front of a firetruck.
2687075275_caption_03,Two kids are in a stroller in front of a fire engine.
2687075275_caption_04,Two young children in front of a firetruck.
2691641332_caption_00,A little girl is wearing knee pads and a helmet next to a pretty bike.
2691641332_caption_01,"The young girl, clad in helmets and pads, examines her bike."
2691641332_caption_02,Little girl wearing lots of pink playing with her bicycle.
2691641332_caption_03,A little girl plays with the reflector on her bicycle.
2691641332_caption_04,A young girl with her bike.
2700147489_caption_00,A man jumps in the air while performing a stunt on his skateboard.
2700147489_caption_01,The guy in gray pants is completing a jump on his skateboard.
2700147489_caption_02,A guy skateboarding on a basketball court
2700147489_caption_03,Man with beard doing skateboarding stunt
2700147489_caption_04,A skateboarder ollies.
2705104779_caption_00,"A red pickup truck is being washed by several people, one of whom is standing in the bed of the truck wearing a red shirt and blue shorts, washing the back window."
2705104779_caption_01,"A group of co-ed youth hand wash a red truck, one washes the back glass while another washes the side with a rag."
2705104779_caption_02,A girl wearing a red shirt is cleaning the back window of a red pickup truck.
2705104779_caption_03,"Two girls, one in a red shirt and blue skirt, are washing a red truck."
2705104779_caption_04,Girls wash pick up truck in fund raising effort.
271177682_caption_00,A four wheel drive car is splashing through puddles on an off road trail.
